Outlet Code,Outlet Name,Type,Town,Owner Name,Phone,Onboarded,Credit Days,Latitude,Longitude,Status
OA0227,Devi Cellpoint,Mobile Specialist,coimbatore,Hari Babu,,21/06/2022,30,11.045701,76.946579,dormant
OA0228,Amman Agencies,General Trade,KARUR,Prabhu Murugan,7620881878,03/10/2024,0,10.922441,78.064675,ACTIVE
OA0229,Sri Krishna Digital,Mobile Specialist,Cbe,Naveen R,93185-40521,15-Jul-21,30,10.97373,76.938226,Hold
OA0230,Ram Digital,General Trade,CBE,Anand S,7563483151,15/01/2021,30,11.018079,76.939289,dormant
OA0231,Lakshmi Gadgets,General Trade,Dindigul,Naveen Kumar,+91 72362 30781,30-May-23,45,10.325965,78.004717,ACTIVE
OA0232,Meenakshi Electronics,Mobile Specialist,trichy,Vijay S,9213165994,10/12/2019,0,10.831761,78.712948,Active
OA0233,Galaxy Agencies,General Trade,Vellore,Muthu Babu,8561477781,30/12/2020,15,12.933013,79.141856,ACTIVE
OA0234,Big C Infotech,Premium Reseller,Madras,Rajesh Babu,,22-Oct-20,0,13.099908,80.308437,Inactive
OA0235,Muthu Gadgets,General Trade,coimbatore,Dinesh M,7993536145,02-Jun-22,30 days,11.046092,76.97803,
OA0236,Galaxy Mobiles,Multi-Yard,COIMBATORE,Muthu Murugan,8944358861,16/04/2023,30,11.001274,76.919417,ACTIVE
OA0237,Jeyam Traders,General Trade,Thanjavur,Rajesh Raj,+91 77424 14644,03/12/2024,30,10.79231,79.1612,Active
OA0238,Vinayaga Electronics,General Trade,dindigul,Manoj Kumar,6190097148,2021-05-01,,10.370172,77.945096,active
OA0239,Selvam Traders,General Trade,Tiruppur,Sathish Kumar,9748208661,22-Aug-24,15,11.1101,77.381701,Inactive
OA0240,Sangeetha Mobile,Mobile Specialist,Vellore,Ramesh Raj,6804476723,04/06/2019,COD,12.879153,79.15848,Active
OA0241,Muthu Digital,Mobile Specialist,coimbatore,Karthik Babu,6117096980,2020-12-20,30,11.016508,76.970685,active
OA0242,Mobile World Electronics,General Trade,Mdu,Arun Raj,6521313228,21/12/2023,30,9.911863,78.085541,Active
OA0243,Jeyam Digital,Mobile Specialist,Karur,Gopal Murugan,9947364208,27/12/2024,COD,10.976408,78.080931,Inactive
OA0244,Sri Balaji Mobile,General Trade,coimbatore,Gopal Babu,8573506373,21-Mar-22,0,11.035363,76.956109,
OA0245,Karpagam Infotech,Mobile Specialist,Nellai,Vijay M,68823-39626,06-Aug-21,30,8.757598,77.759787,active
OA0246,,General Trade,ERODE,Vijay S,917958136864,26-Jul-23,30,,,Active
OA0247,iStore Infotech,General Trade,Thanjavur,Naveen S,7238996289,06/06/2019,30 days,10.79134,79.115022,Active
OA0248,Big C Telecom,General Trade,VELLORE,Bala S,8041140222,05/12/2022,0,12.927795,79.124297,ACTIVE
OA0249,Lakshmi Mobile,General Trade,Tirupur,Sathish Raj,8922167326,22/04/2022,0,11.110895,77.364511,Active
OA0250,Ram Enterprises,Mobile Specialist,Vellore,Vignesh M,7823636456,2022-03-07,30 days,12.882377,79.093065,active
OA0251,Thangam Infotech,General Trade,Tiruchirappalli,Dinesh Babu,9809811352,30/06/2022,,,,Active
OA0252,Saravana Gadgets,Mobile Specialist,Salem,Arun Murugan,8008216520,21/04/2025,15,11.66309,78.105017,
OA0253,Amman Gadgets,General Trade,dindigul,Manoj S,9923649071,2021-10-09,30,,,Dormant
OA0254,Vinayaga Infotech,Premium Reseller,TRICHY,Prabhu Nathan,6645056512,23/12/2023,15,10.755528,78.667568,dormant
OA0255,Selvam Gadgets,General Trade,ERODE,Naveen M,68242-60618,23-Jan-25,30,,,Active
OA0256,Muthu Gadgets,Premium Reseller,Nellai,Manoj M,7328939455,13/12/2019,15,,,Active
OA0257,Vinayaga Mobiles,General Trade,trichy,Gopal S,8673585556,2021-03-13,15,10.747277,78.734983,Hold
OA0258,Sangeetha Electronics,Mobile Specialist,Vellore,Saravanan R,918009891508,12-Jan-25,30 days,12.884461,79.146495,
OA0259,Karpagam Mobiles,General Trade,Vellore,Suresh Murugan,9768984852,08-Mar-23,COD,12.955754,79.132851,Active
OA0260,iStore Telecom,Multi-Yard,COIMBATORE,Vignesh Nathan,7255364444,24/05/2021,COD,,,Active
OA0261,City Mobile,Premium Reseller,Dindigul,Saravanan Krishnan,8288436870,2019-06-18,0,10.392205,77.936775,Active
OA0262,Muthu Enterprises,General Trade,Dindigul,Naveen M,917941629220,21-Dec-23,30 days,10.322384,77.968653,Active
OA0263,Meenakshi Cellpoint,Premium Reseller,Cbe,Ravi Raj,+91 61363 17488,2021-07-14,COD,10.992589,76.93634,Active
OA0264,Thangam Enterprises,General Trade,TIRUPUR,Gopal Nathan,6747671559,13/04/2022,0,11.094286,77.307378,Hold
OA0265,Chennai Silks Cellpoint,Premium Reseller,Nellai,Suresh Nathan,0,10/08/2019,30,8.669096,77.793426,Inactive
OA0266,Anandha Cellpoint,Mobile Specialist,KARUR,Sathish Babu,6354812401,17/04/2025,30,10.998854,78.043128,ACTIVE
OA0267,Vasanth Communications,General Trade,MADURAI,Ramesh R,,28-Aug-20,COD,9.881872,78.128392,
OA0268,Devi Mobiles,Premium Reseller,trichy,Sathish Raj,6223595058,08/12/2019,30 days,10.805785,78.717121,Active
OA0269,Amman Cellpoint,General Trade,Tirupur,Rajesh Murugan,8556713849,18-May-25,15,11.083483,77.296788,Active
OA0270,Lakshmi Cellpoint,General Trade,Cbe,Suresh M,917145215366,2024-08-25,COD,11.023734,76.931444,Dormant
OA0271,Amman Telecom,General Trade,KARUR,Vignesh S,6636368644,11/06/2023,30,10.989158,78.054778,dormant
OA0272,Amman Telecom,General Trade,CBE,Manoj Kumar,9496152989,14/06/2023,COD,,,Dormant
OA0273,Royal Enterprises,General Trade,Thanjavur,Saravanan R,8823541745,02/10/2023,COD,10.824082,79.13412,Dormant
OA0274,Muthu Electronics,General Trade,Erode,Dinesh S,8070655122,17-Jul-20,45,11.381571,77.712406,Inactive
OA0275,Poorvika Electronics,General Trade,Vellore,Vignesh Babu,9943374656,23-Sep-19,45,12.950188,79.10846,active
OA0276,,Mobile Specialist,trichy,Senthil Babu,7466413150,17/01/2024,30,10.820579,78.744531,Dormant
OA0277,,General Trade,Karur,Suresh S,9407248679,2021-06-22,45,10.933008,78.065631,dormant
OA0278,Big C Mobiles,Mobile Specialist,ERODE,Senthil V,9793367487,15/10/2024,15,11.304822,77.684222,active
OA0279,Sangeetha Communications,General Trade,Tiruppur,Prabhu S,8081259788,19/11/2023,,11.068373,77.307631,Dormant
OA0280,Poorvika Cellpoint,Mobile Specialist,Erode,Naveen Murugan,,13/06/2022,,11.346109,77.688572,dormant
OA0281,iStore Communications,General Trade,Vellore,Bala V,,04-Jan-25,30,,,Active
OA0282,Big C Mobile,Mobile Specialist,Salem,Manoj Raj,8915494386,05/09/2021,30,11.701151,78.101266,Active
OA0283,Modern Mobile,General Trade,ERODE,Bala Kumar,65322-45571,06-Jan-22,,11.361379,77.740728,
OA0284,Anandha Digital,Mobile Specialist,TIRUNELVELI,Naveen M,61550-75927,10/12/2021,,8.738943,77.74083,active
OA0285,Sakthi Mobiles,Mobile Specialist,Tiruchirappalli,Sathish Nathan,9223440865,01/04/2021,,10.827156,78.726067,dormant
OA0286,Poorvika Telecom,Mobile Specialist,Tirupur,Anand Kumar,66542-02699,2020-06-26,45,,,active
OA0287,Royal Mobile,General Trade,TRICHY,Bala Murugan,7642958980,28/08/2024,30,10.826234,78.690384,
OA0288,Modern Telecom,Mobile Specialist,Karur,Dinesh R,6511067283,2020-01-26,COD,10.929719,78.078866,Active
OA0289,Meenakshi Agencies,General Trade,KARUR,Vignesh S,8871106743,2022-08-26,30 days,10.941063,78.105453,Active
OA0290,iStore Communications,General Trade,salem,Vignesh R,6336609462,03-Sep-21,30 days,,,dormant
OA0291,Big C Mobiles,Mobile Specialist,Tiruchirappalli,Saravanan Raj,918145880050,2022-05-05,0,10.808801,78.691233,Inactive
OA0292,Saravana Digital,General Trade,TIRUPUR,Ravi Kumar,6261784680,2021-09-05,30,11.108173,77.336497,Inactive
OA0293,Mobile World Gadgets,General Trade,Salem,Saravanan M,7936419175,09/07/2024,30 days,11.678088,78.151275,
OA0294,Sri Balaji Infotech,Mobile Specialist,Mdu,Anand Krishnan,8816671854,11/09/2024,30,9.903169,78.128176,Active
OA0295,Sakthi Communications,Multi-Yard,salem,Hari Murugan,9621159289,29/04/2023,15,11.622201,78.103525,Active
OA0296,Galaxy Gadgets,General Trade,trichy,Ravi Krishnan,7851327666,08/09/2019,45,10.825121,78.714176,Hold
OA0297,New Star Mobiles,General Trade,CHENNAI,Manoj S,0,19-Mar-20,,13.085863,80.292174,Inactive
OA0298,Sri Krishna Electronics,Premium Reseller,Chennai,Sathish Babu,6140253568,2024-03-26,30,13.079379,80.273496,Hold
OA0299,Vinayaga Gadgets,General Trade,Thanjavur,Karthik Krishnan,8407725748,09/07/2022,30,10.818587,79.131714,Hold
OA0300,Sri Krishna Gadgets,General Trade,ERODE,Saravanan M,6657002419,27/06/2023,30,11.319728,77.746788,Active
OA0301,Amman Enterprises,General Trade,VELLORE,Rajesh Kumar,919227239451,13-Jun-24,COD,12.960135,79.175287,Active
OA0302,Saravana Telecom,General Trade,salem,Hari M,8203550110,2019-10-14,30,11.697599,78.19054,active
OA0303,Sangeetha Enterprises,General Trade,ERODE,Anand Babu,7748931954,01/12/2024,COD,11.303623,77.745248,Dormant
OA0304,Chennai Silks Enterprises,General Trade,Tanjore,Manoj V,8873326850,2025-03-28,,10.771413,79.097172,
OA0305,iStore Telecom,General Trade,Dindigul,Dinesh S,8448513558,2024-08-07,,10.387602,77.942617,Inactive
OA0306,City Telecom,General Trade,coimbatore,Ramesh Murugan,,22/07/2020,,11.049745,76.997658,
OA0307,Ram Infotech,General Trade,Tiruppur,Vijay S,6415491604,04/06/2022,45,11.091542,77.339586,active
OA0308,Prime Cellpoint,Mobile Specialist,Trichy,Muthu Raj,8372589915,03/07/2024,,10.80586,78.699471,
OA0309,Ganesh Cellpoint,Multi-Yard,Erode,Rajesh M,6927823176,2024-06-12,30 days,11.340421,77.686864,Active
OA0310,Devi Digital,General Trade,Tirunelveli,Sathish M,6102522709,03/02/2025,,8.745164,77.727574,Active
OA0311,Mobile World Traders,General Trade,CBE,Arun Krishnan,6785756062,20/04/2024,30,,,Inactive
OA0312,Meenakshi Traders,Premium Reseller,CBE,Anand Murugan,6620920702,26-May-25,45,11.025451,76.951871,Inactive
OA0313,Chennai Silks Digital,General Trade,Salem,Bala Murugan,+91 86692 23758,27-Feb-24,30,,,dormant
OA0314,Muthu Enterprises,General Trade,Nellai,Ramesh V,7285499656,05/02/2021,45,8.732334,77.745844,Active
OA0315,Ganesh Enterprises,General Trade,Karur,Anand Nathan,8322806398,2024-05-06,0,10.937483,78.119308,Active
OA0316,Saravana Cellpoint,General Trade,SALEM,Karthik Babu,7516442251,2022-01-29,COD,11.668866,78.171727,Inactive
OA0317,Jeyam Digital,General Trade,Tirunelveli,Rajesh R,7748077147,16/11/2019,,8.707954,77.713911,Active
OA0318,Ram Gadgets,General Trade,Vellore,Vijay Kumar,9203292353,30/05/2023,30,12.907818,79.159497,Hold
OA0319,Sri Krishna Mobile,Premium Reseller,Salem,Muthu Babu,7267430598,03/01/2023,,11.670735,78.109222,Hold
OA0320,Modern Gadgets,Premium Reseller,trichy,Prabhu Murugan,,2021-08-02,45,10.775003,78.669768,Active
OA0321,Vasanth Enterprises,Mobile Specialist,Tirunelveli,Rajesh M,6901140143,24/07/2022,45,8.704147,77.739231,Active
OA0322,Saravana Enterprises,General Trade,Erode,Sathish Kumar,919006853143,21-Jul-22,0,11.29895,77.726182,Active
OA0323,Vinayaga Traders,General Trade,COIMBATORE,Manoj Nathan,9377765682,2024-07-16,15,,,active
OA0324,Sri Balaji Traders,General Trade,Tirunelveli,Hari V,9293945244,05/06/2020,0,,,Active
OA0325,Meenakshi Telecom,General Trade,TIRUNELVELI,Rajesh R,6781920585,18-Dec-23,30 days,,,Dormant
OA0326,Selvam Communications,General Trade,Chennai,Suresh M,9056364173,2024-08-31,,13.052083,80.234128,Inactive
OA0327,Prime Digital,General Trade,erode,Vijay Babu,8115841925,2020-12-04,30,,,active
OA0328,New Star Telecom,Mobile Specialist,MADURAI,Arun Babu,68255-62087,20/04/2022,COD,9.944887,78.082396,Dormant
OA0329,Sangeetha Digital,General Trade,Madurai,Ravi Krishnan,+91 68376 18979,18/12/2024,0,,,Active
OA0330,Chennai Silks Infotech,Premium Reseller,Vellore,Suresh Kumar,74201-63928,05-Jul-21,30,12.878636,79.136608,Active
OA0331,Kumaran Electronics,General Trade,TRICHY,Vignesh Krishnan,6989964358,29/05/2024,0,10.77532,78.735744,Active
OA0332,Sri Krishna Gadgets,General Trade,Thanjavur,Prabhu S,9484907447,2024-05-27,,10.744196,79.145346,active
OA0333,City Communications,General Trade,Karur,Muthu Murugan,90018-61789,03-Feb-24,,10.978302,78.114689,Dormant
OA0334,Bharath Electronics,General Trade,Karur,Hari Raj,9310683711,18/08/2023,30,,,dormant
OA0335,Amman Communications,General Trade,Tanjore,Prabhu S,6571483920,27/03/2021,45,10.744155,79.126,ACTIVE
OA0336,Sri Balaji Traders,General Trade,trichy,Vignesh S,8395946773,17-Aug-19,30,10.749009,78.746667,Active
OA0337,Ram Gadgets,Mobile Specialist,Dindigul,Arun Babu,8882451046,05-Jun-21,30 days,,,active
OA0338,Universal Communications,General Trade,Trichy,Muthu Kumar,9119527553,18/03/2023,0,10.751655,78.724163,Inactive
OA0339,Ram Infotech,General Trade,Coimbatore,Arun Kumar,6551114407,2019-08-02,30,10.994595,76.930751,Active
OA0340,Devi Agencies,General Trade,Karur,Vignesh Babu,7005765357,2022-03-03,30,10.967208,78.095302,Inactive
OA0341,Prime Electronics,General Trade,Karur,Hari Nathan,9755162701,26/04/2023,45,10.983345,78.046641,Active
OA0342,Selvam Telecom,Mobile Specialist,VELLORE,Prabhu M,7998200888,20-Mar-22,30,12.940175,79.152413,active
OA0343,Galaxy Infotech,General Trade,Trichy,Gopal Kumar,9022325514,27-Aug-20,15,10.797115,78.687552,Active
OA0344,Galaxy Electronics,Mobile Specialist,Trichy,Hari M,9700132936,21-Dec-22,30,10.82988,78.701489,Active
OA0345,,General Trade,KARUR,Gopal Nathan,7084592514,25/10/2024,30,10.937183,78.082566,Active
OA0346,Amman Communications,General Trade,TIRUPUR,Arun S,8706567230,2025-01-03,30 days,11.138817,77.308739,Inactive
OA0347,Thangam Mobiles,Mobile Specialist,VELLORE,Bala Nathan,82049-81263,06/04/2022,30,12.873052,79.112003,Hold
OA0348,Poorvika Mobile,Mobile Specialist,TIRUNELVELI,Karthik Murugan,8267644640,2023-08-18,COD,8.719632,77.765175,Active
OA0349,iStore Enterprises,Mobile Specialist,VELLORE,Suresh Raj,6645472351,01-Jul-21,30 days,12.916474,79.142118,active
OA0350,Big C Communications,General Trade,dindigul,Muthu Nathan,,07/08/2023,15,10.353069,77.94204,Active
OA0351,Devi Infotech,General Trade,madurai,Dinesh Raj,8217516559,09/12/2023,15,9.927041,78.157579,dormant
OA0352,Chennai Silks Mobiles,Premium Reseller,erode,Hari S,9479672756,12-Nov-20,15,11.350576,77.717953,Hold
OA0353,New Star Agencies,Mobile Specialist,Madurai,Saravanan R,8022830406,2019-09-03,30,9.913392,78.106406,Dormant
OA0354,Universal Cellpoint,Mobile Specialist,coimbatore,Sathish Babu,,2019-06-28,45,11.035934,76.965382,Active
OA0355,Muthu Digital,General Trade,COIMBATORE,Gopal Nathan,7421382336,2024-04-25,,11.04218,76.96479,dormant
OA0356,Ganesh Agencies,Mobile Specialist,Vellore,Saravanan V,919120360437,19/11/2024,45,12.896121,79.14729,ACTIVE
OA0357,Universal Mobile,General Trade,Tiruppur,Suresh S,8516289336,28/07/2022,30,11.064597,77.361186,dormant
OA0358,Royal Enterprises,General Trade,salem,Prabhu Murugan,9570186013,06-Oct-22,45,11.645203,78.165846,dormant
OA0359,Amman Mobiles,Mobile Specialist,Salem,Gopal R,918440073945,25/09/2019,0,11.698792,78.17274,Inactive
OA0360,Lakshmi Communications,Mobile Specialist,Vellore,Sathish Kumar,7413054771,16-Sep-24,30,12.907676,79.113289,ACTIVE
OA0361,Universal Mobile,Mobile Specialist,Tiruchirappalli,Bala Nathan,9783640618,10/12/2023,,,,
OA0362,Big C Telecom,General Trade,Karur,Rajesh Raj,+91 84394 49337,20-Mar-22,0,10.952914,78.102284,Active
OA0363,Saravana Mobiles,Mobile Specialist,Tiruppur,Suresh M,8862631826,16/12/2019,30 days,11.070167,77.316953,ACTIVE
OA0364,Galaxy Electronics,Premium Reseller,THANJAVUR,Senthil V,6590375475,09/07/2020,0,10.778222,79.097914,ACTIVE
OA0365,Meenakshi Telecom,General Trade,salem,Vijay Murugan,6388557054,09-Feb-25,30 days,,,Active
OA0366,Jeyam Agencies,Mobile Specialist,trichy,Anand Raj,7376866461,2022-11-26,COD,10.774007,78.711121,Active
OA0367,Devi Gadgets,Premium Reseller,Salem,Senthil R,7206076716,09-Aug-24,45,11.63985,78.185459,Active
OA0368,Anandha Telecom,General Trade,SALEM,Rajesh Babu,9331881292,16/08/2021,30,11.640993,78.172962,Dormant
OA0369,Universal Mobiles,Mobile Specialist,erode,Prabhu Raj,8820546089,19-Jul-24,COD,11.343443,77.754031,
OA0370,Muthu Electronics,General Trade,Tiruchirappalli,Gopal Murugan,9963633841,05/07/2023,COD,10.773429,78.712657,Active
OA0371,Amman Traders,General Trade,KARUR,Saravanan R,6523900666,30-May-24,15,,,ACTIVE
OA0372,Universal Communications,Mobile Specialist,trichy,Naveen Kumar,,21-Dec-22,0,10.834108,78.690142,ACTIVE
OA0373,Sri Balaji Mobiles,General Trade,coimbatore,Vijay Krishnan,8371991833,04-Jun-25,15,10.998458,76.910963,ACTIVE
OA0374,Karpagam Telecom,Mobile Specialist,Erode,Manoj V,7547719497,24/03/2025,30,11.345948,77.727744,Active
OA0375,,Mobile Specialist,TIRUNELVELI,Sathish Raj,0,03-Aug-20,30 days,8.719548,77.755854,active
OA0376,Selvam Agencies,Mobile Specialist,DINDIGUL,Ramesh Raj,8271153412,16/09/2019,COD,,,Active
OA0377,New Star Mobiles,General Trade,dindigul,Hari S,9933226402,02/10/2021,30,10.384175,77.983413,
OA0378,Universal Telecom,Mobile Specialist,madurai,Manoj Nathan,917403717094,15-Apr-25,,,,active
OA0379,iStore Communications,General Trade,VELLORE,Manoj S,7223965393,2020-12-17,30,12.876652,79.144023,Active
OA0380,Modern Traders,Mobile Specialist,Nellai,Karthik S,+91 91541 00723,15/12/2023,COD,,,Hold
OA0381,Galaxy Mobile,Premium Reseller,ERODE,Senthil Babu,9429711735,12/12/2019,30 days,11.36566,77.709205,dormant
OA0382,iStore Traders,General Trade,chennai,Ramesh M,,2020-04-13,30,13.046943,80.31088,dormant
OA0383,Bharath Mobile,General Trade,TIRUNELVELI,Muthu Kumar,7419153712,2023-05-29,30 days,8.746255,77.763032,dormant
OA0384,Bharath Mobile,Mobile Specialist,Thanjavur,Muthu V,0,20/07/2019,30,10.804329,79.148157,dormant
OA0385,Ganesh Mobile,Mobile Specialist,coimbatore,Ramesh Murugan,7589532904,20-Sep-24,15,11.060106,76.91295,dormant
OA0386,Prime Mobiles,Mobile Specialist,TRICHY,Rajesh Krishnan,7974107468,12/07/2022,COD,10.757445,78.698624,Dormant
OA0387,Ganesh Electronics,Mobile Specialist,Salem,Vignesh Kumar,6409588298,27-Jan-20,15,11.6322,78.106561,
OA0388,Galaxy Telecom,Premium Reseller,trichy,Ravi R,9357121056,05/06/2019,45,10.792629,78.666226,Dormant
OA0389,Lakshmi Enterprises,Mobile Specialist,COIMBATORE,Senthil V,63866-86670,10-Aug-20,COD,,,dormant
OA0390,Vasanth Enterprises,Mobile Specialist,Thanjavur,Sathish M,0,06/09/2024,0,10.743901,79.110684,ACTIVE
OA0391,Vasanth Communications,Mobile Specialist,Nellai,Karthik Raj,+91 61548 38944,31-Oct-20,45,8.749656,77.77968,Active
OA0392,Karpagam Communications,Mobile Specialist,THANJAVUR,Sathish Kumar,6410836821,23/10/2019,30 days,10.797867,79.152601,Active
OA0393,Sangeetha Electronics,General Trade,Vellore,Gopal Nathan,,2025-03-05,,12.899024,79.124739,Active
OA0394,Prime Mobile,General Trade,Vellore,Vignesh Murugan,7538794492,2024-01-31,45,12.91598,79.096306,Active
OA0395,Thangam Infotech,General Trade,Dindigul,Vijay Kumar,60682-65558,02/02/2024,COD,10.397542,77.99518,Hold
OA0396,Saravana Agencies,General Trade,chennai,Vignesh S,8480801995,14/08/2021,0,13.059589,80.23545,Active
OA0397,Vasanth Traders,General Trade,trichy,Prabhu S,7962851167,19-Jul-20,15,10.830371,78.660289,Active
OA0398,Chennai Silks Mobile,Mobile Specialist,Tirunelveli,Bala R,8792961745,05/10/2023,45,8.723225,77.758774,Active
OA0399,Muthu Electronics,General Trade,CBE,Suresh S,8251673243,12/08/2019,0,11.005777,76.994127,
OA0400,Sri Balaji Traders,General Trade,chennai,Manoj V,6292053393,17/09/2024,30,,,Hold
OA0401,Sakthi Traders,Mobile Specialist,trichy,Gopal Babu,+91 86040 06951,2025-05-19,30 days,10.784336,78.683714,dormant
OA0402,Kumaran Digital,General Trade,Nellai,Senthil Raj,8278847873,23/08/2023,,8.700888,77.785361,Active
OA0403,Mobile World Digital,General Trade,Tiruppur,Arun Babu,+91 66231 85647,2022-12-21,COD,,,
OA0404,Saravana Gadgets,Premium Reseller,TIRUNELVELI,Suresh V,+91 80418 08037,24-Feb-24,30,8.679269,77.72587,ACTIVE
OA0405,Galaxy Digital,Multi-Yard,salem,Senthil V,75863-58697,01/08/2019,30,,,Active
OA0406,Saravana Communications,General Trade,Chennai,Vignesh Nathan,9825847770,10/11/2020,15,13.043503,80.281182,Active
OA0407,Meenakshi Enterprises,General Trade,salem,Hari S,8460981103,2020-04-04,30,,,Active
OA0408,Galaxy Infotech,General Trade,chennai,Gopal Kumar,7611859757,16/12/2022,30 days,13.058623,80.255654,ACTIVE
OA0409,Amman Mobile,General Trade,ERODE,Naveen S,6319460410,27/02/2020,30,11.337508,77.722668,
OA0410,Amman Telecom,Premium Reseller,Nellai,Anand Raj,7593631387,2020-08-30,COD,8.746556,77.768414,dormant
OA0411,Lakshmi Digital,General Trade,Mdu,Rajesh V,+91 65047 43780,30/04/2020,45,9.943853,78.154087,
OA0412,Big C Enterprises,Multi-Yard,ERODE,Anand R,8542432255,21/05/2023,45,11.372206,77.73545,active
OA0413,Big C Digital,Mobile Specialist,ERODE,Dinesh Nathan,6707257542,04/01/2025,45,11.312231,77.746495,Inactive
OA0414,iStore Agencies,Premium Reseller,Tirunelveli,Suresh M,9743202126,01-Oct-19,30,8.702082,77.775902,Dormant
OA0415,Jeyam Electronics,Multi-Yard,Tanjore,Vijay R,7180176798,2019-08-15,COD,,,ACTIVE
OA0416,Devi Agencies,General Trade,Karur,Rajesh Murugan,9890232741,2022-12-11,30,10.933252,78.106508,active
OA0417,Muthu Enterprises,General Trade,Salem,Ravi Murugan,8632262197,19-Nov-20,30 days,11.638124,78.123165,active
OA0418,Prime Digital,Mobile Specialist,Trichy,Manoj Babu,83298-46663,04-Nov-24,30,10.759147,78.668452,
OA0419,New Star Telecom,General Trade,dindigul,Gopal S,6103977276,21/08/2024,30,10.351167,77.940142,Active
OA0420,Saravana Mobile,Mobile Specialist,madurai,Rajesh M,7512560891,01/01/2025,COD,9.957453,78.1471,dormant
OA0421,Meenakshi Enterprises,Mobile Specialist,Madras,Prabhu Raj,8956241133,23/10/2023,COD,13.03931,80.24188,active
OA0422,Anandha Agencies,General Trade,MADURAI,Senthil Raj,+91 63966 56620,19/12/2019,45,,,Hold
OA0423,Bharath Electronics,General Trade,Thanjavur,Muthu Krishnan,,25/07/2020,0,10.775065,79.11462,Dormant
OA0424,Sri Krishna Cellpoint,Premium Reseller,coimbatore,Muthu S,9726059544,01/04/2023,COD,11.055598,76.918741,Active
OA0425,Ram Gadgets,General Trade,Trichy,Ravi M,8107628849,16/07/2021,COD,10.813288,78.722428,active
OA0426,Modern Digital,General Trade,DINDIGUL,Gopal Krishnan,8420846934,16/07/2021,30,10.38544,77.960058,Dormant
OA0427,Vinayaga Mobile,General Trade,DINDIGUL,Naveen Krishnan,85070-72671,25/12/2023,,10.371017,77.986436,Hold
OA0428,Ganesh Communications,General Trade,MADURAI,Muthu M,9248463144,2023-10-06,45,,,Active
OA0429,Sri Balaji Telecom,Premium Reseller,THANJAVUR,Gopal V,6527321637,2019-12-20,30,10.808103,79.173761,dormant
OA0430,Amman Digital,Premium Reseller,Karur,Sathish Babu,917287571974,07/09/2019,45,10.929161,78.071858,active
OA0431,Amman Communications,General Trade,Mdu,Naveen Raj,8485694965,2019-07-22,45,9.887636,78.135587,Active
OA0432,Ram Electronics,General Trade,Coimbatore,Arun M,8035458439,29/04/2025,0,11.016219,76.985834,Active
OA0433,Vinayaga Cellpoint,Mobile Specialist,madurai,Rajesh Krishnan,,22-Feb-20,30,9.934266,78.142548,Active
OA0434,Galaxy Agencies,Mobile Specialist,SALEM,Suresh V,6147358489,26/04/2021,30,11.650354,78.147268,
OA0435,Muthu Mobile,Mobile Specialist,Tirunelveli,Arun R,8168714050,04-Jun-23,0,8.754216,77.742358,Active
OA0436,Vinayaga Agencies,Mobile Specialist,chennai,Suresh Raj,7995153432,11-Nov-23,,13.059303,80.307494,dormant
OA0437,Thangam Mobile,General Trade,chennai,Hari Murugan,9313909926,28/03/2023,30,13.090222,80.310937,Dormant
OA0438,Galaxy Electronics,Premium Reseller,Nellai,Ramesh Nathan,6000358569,21/02/2023,COD,8.687808,77.712168,Active
OA0439,Sakthi Enterprises,Mobile Specialist,Tanjore,Sathish Murugan,99881-28803,05-Sep-20,15,10.750374,79.159357,Active
OA0440,Vasanth Telecom,General Trade,Thanjavur,Bala Babu,8554783933,26/02/2021,15,10.82597,79.133973,dormant
OA0441,Bharath Enterprises,General Trade,dindigul,Bala S,7073625867,17/05/2021,30 days,10.350768,77.956135,dormant
OA0442,Big C Telecom,General Trade,salem,Prabhu Babu,+91 96619 57325,28-Jul-21,,11.626052,78.183491,dormant
OA0443,Lakshmi Electronics,General Trade,Salem,Rajesh Kumar,9746913798,21/11/2019,,11.653857,78.130996,Inactive
OA0444,Meenakshi Mobile,General Trade,coimbatore,Dinesh Krishnan,8269747364,01/05/2021,30 days,11.00439,76.97927,dormant
OA0445,Amman Gadgets,Mobile Specialist,Tanjore,Hari V,6232165445,2020-02-21,45,10.772944,79.173295,Hold
OA0446,Galaxy Telecom,Mobile Specialist,Trichy,Prabhu Babu,9906525455,27/12/2023,30,10.784376,78.727969,Dormant
OA0447,Devi Enterprises,Multi-Yard,TIRUNELVELI,Dinesh M,917284772315,11-Mar-22,30,8.738542,77.749327,Active
OA0448,Devi Enterprises,General Trade,Thanjavur,Prabhu Kumar,92808-80999,27-Sep-22,,,,Hold
OA0449,Muthu Mobile,General Trade,salem,Prabhu S,0,09-Jun-21,0,11.670685,78.186939,Dormant
OA0450,Sangeetha Enterprises,General Trade,VELLORE,Rajesh V,9525795359,13/10/2023,COD,12.906552,79.138402,Active
OA0451,Kumaran Mobiles,Mobile Specialist,dindigul,Ravi R,8500323939,2024-11-12,30,10.327975,78.005805,Active
OA0452,Sri Balaji Enterprises,Mobile Specialist,dindigul,Anand Kumar,71713-66789,04/10/2019,0,10.399511,78.008162,
OA0453,Sri Krishna Digital,General Trade,Tanjore,Sathish Kumar,918903200407,20/06/2022,,10.789468,79.176059,active
OA0454,Muthu Electronics,Premium Reseller,Erode,Karthik M,6693240141,22-Apr-21,30,11.354056,77.69079,Hold
